station_origin,station_destination,flows,population,jobs,distance
Boston Manor,Holloway Road,3,1181,1696,20745.3884
Boston Manor,Hounslow Central,44,1181,708,4273.993347
Boston Manor,Hounslow East,27,1181,843,3528.308964
Boston Manor,Hounslow West,10,1181,401,5753.077039
Boston Manor,Hyde Park Corner,12,1181,2410,13833.28934
Boston Manor,Ickenham,0,1181,282,20463.39525
Boston Manor,Kennington,1,1181,1161,18236.1153
Boston Manor,Kensington,0,1181,2252,11833.75692
Boston Manor,Kentish Town,1,1181,3404,19971.22522
Boston Manor,Kilburn,0,1181,1953,17755.24989
Boston Manor,King's Cross St. Pancras,29,1181,33330,18095.39059
Boston Manor,Knightsbridge,19,1181,6821,13249.33575
Boston Manor,Ladbroke Grove,4,1181,2131,11073.01991
Boston Manor,Lambeth North,1,1181,1319,17049.60584
Boston Manor,Latimer Road,2,1181,1109,10413.43938
Boston Manor,Leicester Square,18,1181,8847,15765.49613
Boston Manor,Leyton,0,1181,1447,28690.17811
Boston Manor,Leytonstone,1,1181,1844,30354.02167
Boston Manor,Liverpool Street,10,1181,61122,19860.37391
Boston Manor,London Bridge,13,1181,29930,18230.6928
Boston Manor,Manor House,1,1181,1311,23300.96385
Boston Manor,Mansion House,3,1181,7815,18509.84309
Boston Manor,Marble Arch,0,1181,6145,15263.64612
Boston Manor,Marylebone,1,1181,4250,15177.17522
Boston Manor,Mile End,0,1181,3759,23770.60628
Boston Manor,Moor Park,0,1181,550,27120.2427
Boston Manor,Moorgate,2,1181,24574,19795.70069
Boston Manor,Morden,0,1181,1447,27981.83713
Boston Manor,Mornington Crescent,2,1181,2927,18103.04936
Boston Manor,Neasden,1,1181,732,20972.00021
Boston Manor,Newbury Park,0,1181,559,37017.35866
Boston Manor,North Ealing,0,1181,332,5462.767933
Boston Manor,North Greenwich,3,1181,6276,25739.68582
Boston Manor,Northfields,3,1181,864,930.8521452
Boston Manor,Northwick Park,1,1181,1713,18962.37384
Boston Manor,Notting Hill Gate,3,1181,5490,12548.57139
Boston Manor,Oakwood,0,1181,423,33257.92268
Boston Manor,Old Street,15,1181,15897,20649.22041
Boston Manor,Osterley,15,1181,521,2560.814291
Boston Manor,Oxford Circus,9,1181,44368,15623.74512
Boston Manor,Paddington,4,1181,20198,13785.6606
Boston Manor,Park Royal,6,1181,1552,6562.426384
Boston Manor,Parsons Green,4,1181,2711,12499.55514
Boston Manor,Piccadilly Circus,34,1181,13641,15390.80473
Boston Manor,Pimlico,2,1181,5585,15687.37997
Boston Manor,Putney Bridge,4,1181,2494,13494.01749
Boston Manor,Ravenscourt Park,8,1181,1895,7053.857638
Boston Manor,Rayners Lane,0,1181,426,15053.26086
Boston Manor,Regent's Park,3,1181,3364,16404.67229
Boston Manor,Richmond,5,1181,5397,11230.04105
Boston Manor,Royal Oak,5,1181,856,12848.36409
Boston Manor,Ruislip,0,1181,257,18677.74027
Boston Manor,Ruislip Manor,0,1181,408,17998.85429
Boston Manor,Russell Square,13,1181,5172,17470.40232
Boston Manor,Seven Sisters,1,1181,10191,25590.73861
Boston Manor,Shepherd's Bush Market,0,1181,416,9333.314348
Boston Manor,Sloane Square,5,1181,8229,13121.74281
Boston Manor,South Ealing,14,1181,670,1383.797436
Boston Manor,South Harrow,1,1181,387,13247.70415
Boston Manor,South Kensington,38,1181,15325,11948.52043
Boston Manor,South Woodford,0,1181,766,33327.99302
Boston Manor,Southfields,2,1181,1351,16183.47118
Boston Manor,Southgate,1,1181,874,31392.27783
Boston Manor,Southwark,10,1181,10326,17132.34371
Boston Manor,St. James's Park,30,1181,13339,15064.80742
Boston Manor,St. John's Wood,2,1181,3982,17748.06234
Boston Manor,St. Paul's,6,1181,13446,18424.60291
Boston Manor,Stamford Brook,4,1181,784,6344.568084
Boston Manor,Stepney Green,0,1181,1879,22741.33391
Boston Manor,Stockwell,0,1181,1623,18019.56393
Boston Manor,Stratford,3,1181,55954,26558.83518
Boston Manor,Sudbury Hill,3,1181,277,11762.23849
Boston Manor,Sudbury Town,5,1181,218,10145.18188
Boston Manor,Swiss Cottage,0,1181,2598,18140.71555
Boston Manor,Temple,0,1181,6780,17097.53799
Boston Manor,Tooting Bec,1,1181,1239,23014.74156
Boston Manor,Tooting Broadway,0,1181,4506,24089.703
Boston Manor,Tottenham Court Road,4,1181,19126,16351.4365
Boston Manor,Tottenham Hale,0,1181,3239,26744.27778
Boston Manor,Totteridge & Whetstone,0,1181,287,31099.51133
Boston Manor,Tower Hill,6,1181,8286,19858.60167
Boston Manor,Turnham Green,0,1181,1515,5734.278873
Boston Manor,Turnpike Lane,0,1181,992,25622.62321
Boston Manor,Uxbridge,1,1181,4316,23732.22757
Boston Manor,Vauxhall,3,1181,16242,16512.70822
Boston Manor,Victoria,11,1181,33251,14287.50182
Boston Manor,Walthamstow Central,2,1181,5271,29717.54726
Boston Manor,Warren Street,10,1181,17309,16773.45956
Boston Manor,Waterloo,4,1181,23466,16475.91678
Boston Manor,Wembley Central,0,1181,1327,16873.70958
Boston Manor,Wembley Park,0,1181,5759,22115.24281
Boston Manor,West Brompton,4,1181,5859,10854.45493
Boston Manor,West Ham,0,1181,5487,26616.5539
Boston Manor,West Hampstead,0,1181,5856,16739.62828
Boston Manor,West Harrow,1,1181,122,16417.37329
Boston Manor,West Kensington,4,1181,1345,9345.943821
Boston Manor,Westbourne Park,5,1181,1347,11878.95984
Boston Manor,Westminster,9,1181,15466,15625.55676
Boston Manor,Whitechapel,2,1181,17633,21661.16972
Boston Manor,Wimbledon,6,1181,6295,19199.03321
Boston Manor,Wimbledon Park,0,1181,596,17543.12095
Boston Manor,Wood Green,1,1181,2146,26553.44884
Boston Manor,Wood Lane,3,1181,1578,9859.577303
Boston Manor,Woodford,0,1181,706,35039.94794
Bounds Green,Acton Town,10,4445,2202,24547.1501
Bounds Green,Aldgate,38,4445,7782,14145.86444
Bounds Green,Aldgate East,11,4445,7932,14389.64633
Bounds Green,Alperton,1,4445,741,29520.23804
Bounds Green,Angel,25,4445,8103,11143.81488
Bounds Green,Archway,1,4445,2193,15236.56741
Bounds Green,Arnos Grove,25,4445,748,1354.24249
Bounds Green,Arsenal,14,4445,315,6646.789219
Bounds Green,Baker Street,42,4445,14973,12449.75451
Bounds Green,Balham,6,4445,3814,22090.12997
Bounds Green,Bank and Monument,98,4445,78549,13766.52237
Bounds Green,Barbican,29,4445,9134,12282.40454
Bounds Green,Barking,1,4445,7004,22315.22117
Bounds Green,Barons Court,12,4445,2956,19364.25893
Bounds Green,Becontree,0,4445,456,25609.67355
Bounds Green,Belsize Park,10,4445,2255,14232.34273
Bounds Green,Bermondsey,6,4445,3172,16741.07728
Bounds Green,Bethnal Green,5,4445,4660,15832.07236
Bounds Green,Blackfriars,1,4445,10849,14887.94349
Bounds Green,Blackhorse Road,16,4445,2955,11847.66981
Bounds Green,Bond Street,30,4445,20967,13077.12205
Bounds Green,Borough,10,4445,3254,15167.84461
Bounds Green,Boston Manor,4,4445,892,28058.88675
Bounds Green,Bow Road,1,4445,1193,16924.38841
Bounds Green,Brent Cross,0,4445,450,19311.16085
Bounds Green,Brixton,23,4445,5084,19656.8553
Bounds Green,Bromley-by-Bow,1,4445,1613,17933.15832
Bounds Green,Caledonian Road,46,4445,1803,7928.795798
Bounds Green,Camden Town,20,4445,6348,12200.46465
Bounds Green,Canada Water,3,4445,20443,17028.95258
Bounds Green,Canary Wharf,46,4445,58772,18354.68451
Bounds Green,Canning Town,3,4445,15428,18703.90431
Bounds Green,Cannon Street,0,4445,4698,14095.83509
Bounds Green,Chalk Farm,6,4445,1329,13194.24179
Bounds Green,Chancery Lane,42,4445,15391,12105.9149
Bounds Green,Charing Cross,4,4445,7016,13000.97787
Bounds Green,Chiswick Park,5,4445,1517,23274.98086
Bounds Green,Clapham Common,5,4445,2020,19665.17713
Bounds Green,Clapham North,3,4445,1238,19022.41964
Bounds Green,Clapham South,3,4445,1513,20917.49536
Bounds Green,Cockfosters,13,4445,262,6543.014278
Bounds Green,Colindale,4,4445,2081,22597.28157
Bounds Green,Colliers Wood,0,4445,865,25420.67651
Bounds Green,Covent Garden,63,4445,4355,12173.37175
Bounds Green,Dagenham Heathway,0,4445,1108,27037.87433
Bounds Green,Dollis Hill,2,4445,847,18935.50337
Bounds Green,Ealing Broadway,7,4445,4846,25953.64777
Bounds Green,Ealing Common,2,4445,915,25573.77293
Bounds Green,Earl's Court,30,4445,6613,17859.46086
Bounds Green,East Acton,1,4445,1505,21344.73152
Bounds Green,East Ham,1,4445,2062,20559.98353
Bounds Green,East Putney,1,4445,1877,22124.9782
Bounds Green,Edgware,0,4445,772,25421.8333
Bounds Green,Edgware Road,18,4445,6868,13484.59487
Bounds Green,Elephant & Castle,23,4445,6427,15680.14636
Bounds Green,Embankment,8,4445,10220,13341.30869
Bounds Green,Euston,53,4445,16800,10826.86584
Bounds Green,Euston Square,11,4445,8093,11002.97484
Bounds Green,Farringdon,118,4445,25592,11821.4946
Bounds Green,Finchley Road,6,4445,3417,15984.39175
Bounds Green,Finsbury Park,165,4445,6769,5874.036525
Bounds Green,Fulham Broadway,9,4445,4200,19369.61193
Bounds Green,Gants Hill,0,4445,601,23436.0804
Bounds Green,Gloucester Road,22,4445,5194,16949.33965
Bounds Green,Golders Green,1,4445,1871,17796.07174
Bounds Green,Goldhawk Road,0,4445,370,19164.86182
Bounds Green,Goodge Street,2,4445,6457,11905.64005
Bounds Green,Great Portland Street,25,4445,6936,11622.93506
Bounds Green,Green Park,88,4445,26754,13533.34796
Bounds Green,Greenford,2,4445,1157,28805.86452
Bounds Green,Gunnersbury,11,4445,4775,23871.92587
Bounds Green,Hammersmith,60,4445,18250,20170.45116
Bounds Green,Hampstead,8,4445,2010,15410.34584
Bounds Green,Hanger Lane,2,4445,1493,24979.54418
Bounds Green,Harlesden,1,4445,1668,20580.2773
Bounds Green,Harrow & Wealdstone,1,4445,1335,29244.86738
Bounds Green,Harrow-on-the-Hill,2,4445,3019,26530.25314
Bounds Green,Hatton Cross,3,4445,1219,36615.43745
Bounds Green,Heathrow Terminal 4,1,4445,693,38491.77014
Bounds Green,Heathrow Terminal 5,4,4445,975,41483.46687
Bounds Green,Heathrow Terminals 2 & 3,7,4445,2406,39028.1884
Bounds Green,Hendon Central,3,4445,1878,20444.76819
Bounds Green,High Street Kensington,17,4445,5427,17436.27856
Bounds Green,Highbury & Islington,268,4445,25385,7931.380486
Bounds Green,Holborn,248,4445,22346,11540.43118
Bounds Green,Holland Park,12,4445,2063,17175.36649
Bounds Green,Holloway Road,34,4445,1696,7313.498355
Bounds Green,Hounslow Central,1,4445,708,32332.8801
Bounds Green,Hounslow East,1,4445,843,31587.19571
Bounds Green,Hounslow West,1,4445,401,33811.96379
Bounds Green,Hyde Park Corner,17,4445,2410,14313.23726
Bounds Green,Kennington,4,4445,1161,15870.93554
Bounds Green,Kentish Town,4,4445,3404,13478.43029
Bounds Green,Kew Gardens,5,4445,792,25652.20679
Bounds Green,Kilburn,0,4445,1953,16504.33606
Bounds Green,Kilburn Park,2,4445,823,16845.24618
Bounds Green,King's Cross St. Pancras,266,4445,33330,9963.496163
Bounds Green,Kingsbury,2,4445,1018,24991.02388
Bounds Green,Knightsbridge,50,4445,6821,14897.19085
Bounds Green,Ladbroke Grove,7,4445,2131,16985.86684
Bounds Green,Lambeth North,8,4445,1319,14684.42608
Bounds Green,Lancaster Gate,5,4445,1820,14979.16047
Bounds Green,Latimer Road,4,4445,1109,17645.44737
Bounds Green,Leicester Square,77,4445,8847,12538.90305
Bounds Green,Leyton,1,4445,1447,17466.65697
Bounds Green,Leytonstone,1,4445,1844,19130.50053
Bounds Green,Liverpool Street,66,4445,61122,13423.78036
Bounds Green,London Bridge,44,4445,29930,14653.25074
Bounds Green,Maida Vale,5,4445,949,15993.46466
Bounds Green,Manor House,83,4445,1311,4757.922898
Bounds Green,Mansion House,0,4445,7815,14344.01379
Bounds Green,Marble Arch,28,4445,6145,13760.55829
Bounds Green,Marylebone,7,4445,4250,12988.05283
Bounds Green,Mile End,7,4445,3759,16299.45624
Bounds Green,Moorgate,31,4445,24574,12989.69291
Bounds Green,Morden,1,4445,1447,28032.39096
Bounds Green,Mornington Crescent,5,4445,2927,11610.25443
Bounds Green,North Acton,7,4445,3168,22525.25083
Bounds Green,North Greenwich,10,4445,6276,20184.4678
Bounds Green,North Harrow,0,4445,190,28509.88187
Bounds Green,North Wembley,0,4445,365,25141.48098
Bounds Green,Northfields,3,4445,864,27128.0346
Bounds Green,Northolt,1,4445,663,30624.33078
Bounds Green,Northwick Park,3,4445,1713,25227.12129
Bounds Green,Northwood,0,4445,1018,33772.95475
Bounds Green,Northwood Hills,1,4445,488,32186.28587
Bounds Green,Notting Hill Gate,13,4445,5490,16475.63302
Bounds Green,Oakwood,42,4445,423,5199.035931
Bounds Green,Old Street,17,4445,15897,12664.46964
Bounds Green,Osterley,4,4445,521,30619.70104
Bounds Green,Oval,6,4445,2544,16786.09322
Bounds Green,Oxford Circus,167,4445,44368,12522.78149
Bounds Green,Paddington,40,4445,20198,14273.22615
Bounds Green,Park Royal,6,4445,1552,27597.83983
Bounds Green,Parsons Green,7,4445,2711,20071.95026
Bounds Green,Perivale,2,4445,532,27209.4294
Bounds Green,Piccadilly Circus,83,4445,13641,12913.59446
Bounds Green,Pimlico,30,4445,5585,16142.82592
Bounds Green,Plaistow,0,4445,1049,17938.65906
Bounds Green,Preston Road,0,4445,411,23493.98749
Bounds Green,Putney Bridge,6,4445,2494,21066.41261
Bounds Green,Queen's Park,2,4445,2167,16699.16956
Bounds Green,Queensway,5,4445,1882,15837.31009
Bounds Green,Ravenscourt Park,5,4445,1895,21010.55408
Bounds Green,Redbridge,0,4445,198,21978.33664
Bounds Green,Regent's Park,1,4445,3364,13245.29456
Bounds Green,Richmond,11,4445,5397,27820.37006
Bounds Green,Rickmansworth,1,4445,937,39388.47332
Bounds Green,Royal Oak,3,4445,856,15210.52266
Bounds Green,Ruislip Manor,0,4445,408,32081.8277
Bounds Green,Russell Square,110,4445,5172,10833.99687
Bounds Green,Seven Sisters,32,4445,10191,9279.924916
Bounds Green,Shepherd's Bush,15,4445,9890,18087.04591
Bounds Green,Shepherd's Bush Market,2,4445,416,18725.5724
Bounds Green,Sloane Square,16,4445,8229,15908.70678
Bounds Green,South Ealing,3,4445,670,26675.08931
Bounds Green,South Kensington,70,4445,15325,16198.00617
Bounds Green,South Wimbledon,1,4445,1361,26499.14465
Bounds Green,South Woodford,0,4445,766,22104.47189
Bounds Green,Southfields,4,4445,1351,23755.86629
Bounds Green,Southgate,44,4445,874,3333.391077
Bounds Green,Southwark,24,4445,10326,14767.16395
Bounds Green,St. James's Park,17,4445,13339,14655.82257
Bounds Green,St. John's Wood,11,4445,3982,14588.6846
Bounds Green,St. Paul's,47,4445,13446,13201.06609
Bounds Green,Stamford Brook,4,4445,784,21719.84363
Bounds Green,Stanmore,1,4445,983,29349.99593
Bounds Green,Stepney Green,1,4445,1879,15270.18386
Bounds Green,Stockwell,9,4445,1623,18070.11776
Bounds Green,Stonebridge Park,1,4445,729,22075.22608
Bounds Green,Stratford,29,4445,55954,15335.31405
Bounds Green,Sudbury Hill,1,4445,277,32427.25664
Bounds Green,Sudbury Town,0,4445,218,31180.59533
Bounds Green,Swiss Cottage,6,4445,2598,15558.62489
Bounds Green,Tooting Bec,3,4445,1239,23065.29539
Bounds Green,Tooting Broadway,4,4445,4506,24140.25683
Bounds Green,Tottenham Court Road,23,4445,19126,12337.49284
Bounds Green,Tottenham Hale,30,4445,3239,10433.46408
Bounds Green,Tower Hill,6,4445,8286,14606.25282
Bounds Green,Tufnell Park,0,4445,557,14243.0313
Bounds Green,Turnham Green,1,4445,1515,22324.60788
Bounds Green,Turnpike Lane,54,4445,992,2436.26354
Bounds Green,Upton Park,1,4445,1642,19259.7377
Bounds Green,Uxbridge,2,4445,4316,37815.20099
Bounds Green,Vauxhall,93,4445,16242,16968.15417
Bounds Green,Victoria,213,4445,33251,14742.94777
Bounds Green,Walthamstow Central,22,4445,5271,13406.73356
Bounds Green,Warren Street,93,4445,17309,11373.06704
Bounds Green,Warwick Avenue,4,4445,1174,15205.85209
Bounds Green,Waterloo,49,4445,23466,14110.73702
Bounds Green,Wembley Central,0,4445,1327,23793.32454
Bounds Green,Wembley Park,10,4445,5759,22074.25232
Bounds Green,West Brompton,12,4445,5859,18426.85005
Bounds Green,West Ham,0,4445,5487,17008.82356
Bounds Green,West Hampstead,4,4445,5856,15488.71445
Bounds Green,West Kensington,3,4445,1345,18803.52615
Bounds Green,Westbourne Park,8,4445,1347,16179.92691
Bounds Green,Westminster,28,4445,15466,14095.07323
Bounds Green,White City,20,4445,5966,19387.547
Bounds Green,Whitechapel,7,4445,17633,14190.01968
Bounds Green,Willesden Green,1,4445,830,17689.39399
Bounds Green,Willesden Junction,0,4445,4165,19436.04411
Bounds Green,Wimbledon,17,4445,6295,26771.42833
Bounds Green,Wimbledon Park,2,4445,596,25115.51606
Bounds Green,Wood Green,114,4445,2146,1505.437914
Bounds Green,Wood Lane,1,4445,1578,18199.30945
Bounds Green,Woodford,0,4445,706,23816.4268
Bow Church,All Saints,70,1663,444,1997.258036
Bow Church,Bank and Monument,3,1663,78549,7914.975627
Bow Church,Beckton,4,1663,442,11299.92285
Bow Church,Beckton Park,1,1663,88,8693.790558
Bow Church,Blackwall,10,1663,665,3472.198536
Bow Church,Canary Wharf,289,1663,58772,3337.346769
Bow Church,Canning Town,0,1663,15428,5018.724241
Bow Church,Crossharbour,29,1663,1208,4937.308109
Bow Church,Custom House,4,1663,845,6614.656704
Bow Church,Cutty Sark,50,1663,1748,6754.731458
Bow Church,Cyprus,5,1663,850,9321.900691
Bow Church,Deptford Bridge,19,1663,840,8173.237801
Bow Church,Devons Road,16,1663,611,638.4852455
Bow Church,East India,12,1663,1522,3863.505742
Bow Church,Elverson Road,7,1663,226,8900.738251
Bow Church,Gallions Reach,14,1663,557,10063.67457
Bow Church,Greenwich,8,1663,1189,7388.373891
Bow Church,Heron Quays,52,1663,5975,3688.918756
Bow Church,Island Gardens,29,1663,691,5957.12892
Bow Church,King George V,1,1663,800,9595.822113
Bow Church,Langdon Park,235,1663,1989,1490.834042
Bow Church,Lewisham,58,1663,2400,9464.284043
Bow Church,Limehouse,30,1663,2969,4405.370431
Bow Church,London City Airport,7,1663,1941,8567.245222
Bow Church,Mudchute,10,1663,302,5403.677911
Bow Church,Pontoon Dock,0,1663,1123,7425.895192
Bow Church,Poplar,69,1663,1301,2749.239979
Bow Church,Prince Regent,5,1663,754,7139.143582
Bow Church,Pudding Mill Lane,31,1663,431,1008.294293
Bow Church,Royal Albert,13,1663,684,8027.564065
Bow Church,Royal Victoria,8,1663,763,6008.313315
Bow Church,Shadwell,41,1663,7447,5597.874164
Bow Church,South Quay,107,1663,4591,4340.560605
Bow Church,Stratford,361,1663,55954,2145.327551
Bow Church,Stratford International,8,1663,1546,3466.395668
Bow Church,Tower Gateway,5,1663,3342,6875.17765
Bow Church,West India Quay,23,1663,400,3010.102553
Bow Church,West Silvertown,2,1663,893,6669.849302
Bow Church,Westferry,7,1663,1250,3431.753424
Bow Church,Woolwich Arsenal,20,1663,4428,12025.09786
Bow Road,Acton Town,2,4005,2202,20883.8018
Bow Road,Aldgate East,214,4005,7932,3697.702795
Bow Road,Angel,25,4005,8103,7471.83069
Bow Road,Archway,2,4005,2193,13396.92421
Bow Road,Arsenal,0,4005,315,11440.5599
Bow Road,Baker Street,35,4005,14973,10610.1113
Bow Road,Balham,3,4005,3814,14657.89243
Bow Road,Bank and Monument,193,4005,78549,5376.667223
Bow Road,Barbican,79,4005,9134,5804.944577
Bow Road,Barking,50,4005,7004,8194.470343
Bow Road,Barkingside,0,4005,262,15019.01146
Bow Road,Barons Court,7,4005,2956,15613.27077
Bow Road,Becontree,5,4005,456,11488.92273
Bow Road,Belsize Park,3,4005,2255,12392.69953
Bow Road,Bermondsey,5,4005,3172,6562.81855
Bow Road,Bethnal Green,33,4005,4660,2617.353968
Bow Road,Blackfriars,150,4005,10849,6614.422942
Bow Road,Blackhorse Road,0,4005,2955,12150.28476
Bow Road,Bond Street,65,4005,20967,10112.5315
Bow Road,Borough,12,4005,3254,6777.989462
Bow Road,Boston Manor,1,4005,892,24395.53845
Bow Road,Bounds Green,1,4005,778,16924.38841
Bow Road,Brent Cross,0,4005,450,17471.51764
Bow Road,Brixton,6,4005,5084,12224.61777
